No,User Name,Rating Bintang,Tanggal,Ulasan Asli,Ulasan Preprocessing,Skor Sentimen,Sentimen Teks,Status Kesesuaian,Keterangan Anomali
554,Yoyon Rere,1,2026-09-07,mau daftar verivikasi muka slalu gagal padahal sudah mengikuti petunjuk ruangan sudah terang .lalu sering terjadi gangguan teknis.. Tolong di permudah donk.orang mau daftar kesehatan jangan di persulit,mau daftar verivikasi muka slalu gagal padahal sudah mengikuti petunjuk ruangan sudah terang lalu sering terjadi gangguan teknis tolong di permudah donk orang mau daftar kesehatan jangan di persulit,-2.5,Negatif,MATCH,
555,moch nurfuad,1,2026-09-07,Josss,jos,0,Netral,MATCH,
556,Ike Yuani,4,2026-09-07,mudah aplikasi nya,mudah aplikasi nya,2.5,Positif,MATCH,
557,Ainun Nurholipah,2,2026-09-07,"tolong perbaikilah saya mau ambil no ini jdi kaya gini, tiba lougt sendiri, pas daftar, no susah masuk nya lgi susah nik udah no paswod bener tpi ttep ggk bisa bikin emosi taau, tolong perbaiki lh, saya juga bayar ini , TOLONH PERBAGIKI YA PAK KARNA SEMUA RATA RATA PAKE APLIKASI INI",tolong perbaikilah saya mau ambil no ini jdi kaya gini tiba lougt sendiri pas daftar no sulit masuk nya lgi sulit nik udah no paswod benar tpi ttep ggk bisa bikin emosi taau tolong perbaiki lh saya juga bayar ini tolonh perbagiki ya pak karena semua rata rata pake aplikasi ini,-3.5,Negatif,MATCH,
558,Muhammad Ilham Syahputra,5,2026-09-07,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,,0,Netral,MATCH,
559,saepul mikdar,3,2026-09-07,"masih cacat, sinyal susah padahal wifi/data sampe 80mb/s , login susah hadeuh",masih cacat sinyal sulit padahal wifi data sampe 80mb s login sulit hadeuh,-5,Negatif,MATCH,
560,ali affandi,1,2026-09-07,jelek,buruk,-3,Negatif,MATCH,
561,Myqurus Jeleq,5,2026-09-07,mantap dan cepat,mantap dan cepat,5.5,Positif,MATCH,
562,Supri Ani,1,2026-09-07,bpjs sering kali keluar device onlin apalah orang berobat payah,bpjs sering kali keluar device onlin apalah orang berobat payah,-3,Negatif,MATCH,
563,Bunga Syahwanabila,3,2026-09-07,verifikasi foto kamera nya jelek miring miring,verifikasi foto kamera nya buruk miring miring,-3,Negatif,MATCH,
564,Dicky Perdana,5,2026-09-07,Supeerr,supeerr,0,Netral,MATCH,
565,Boby Putra,5,2026-09-07,banyak membatu berobat jadi mudah,banyak membatu berobat jadi mudah,2.5,Positif,MATCH,
566,Diky Wijayanto,1,2026-09-07,baru download gk bisa di buka,baru download tidak bisa di buka,0,Netral,MATCH,
567,M. Ardiansyah,1,2026-09-07,aplikasi sampah. mau ngubah data bayi baru lahir katanya bisa. dicoba tidak bisa. kerja apa sih kalian,aplikasi sampah mau ngubah data bayi baru lahir katanya bisa dicoba tidak bisa kerja apa sih kalian,-4,Negatif,MATCH,
568,Heri Yanto,5,2026-09-07,sangan membantu untuk yang memerlukan,sangan membantu untuk yang memerlukan,3,Positif,MATCH,
569,DIMAS RAGIL PRIAMBODHO,1,2026-09-07,app sampah,aplikasi sampah,-4,Negatif,MATCH,
570,Dedi Indonesia,1,2026-09-07,apk jelek,aplikasi buruk,-3,Negatif,MATCH,
571,Ardian Syah29,1,2026-09-07,aplikasinya slalu eror susah masuk kedalam antrian,aplikasinya slalu error sulit masuk kedalam antrean,-5,Negatif,MATCH,
572,Teguh Tri Kusuma Putra,1,2026-09-07,"Disuruh daftar antrian pakai aplikasi ini, eh aplikasinya sering error.",disuruh daftar antrean pakai aplikasi ini eh aplikasinya sering error,-2.5,Negatif,MATCH,
573,Muhammad jhalu Phawitra,1,2026-09-07,aplikasi cacat,aplikasi cacat,0,Netral,MATCH,
574,Yos Suryana,4,2026-09-07,masih sering error,masih sering error,-2.5,Negatif,MISMATCH_HIGH_RATING,"Rating bintang tinggi (4-5), namun isi ulasan memuat kritik/keluhan tajam"
575,puji wahyu,1,2026-09-07,"aplikasi jelek, optimalisasi kurang, tiba² logout sendiri sudah gitu mau login selalu gagal beberapa kali",aplikasi buruk optimalisasi kurang tiba logout sendiri sudah gitu mau login selalu gagal beberapa kali,-5.5,Negatif,MATCH,
576,Erma Mahendra,1,2026-09-07,sering error,sering error,-2.5,Negatif,MATCH,
577,Nur Ma,1,2026-09-07,"aplikasi jelek, loading lama, bug terus",aplikasi buruk loading lama bug terus,-7,Negatif,MATCH,
578,4nt 88,2,2026-09-07,apk masih sering eror,aplikasi masih sering error,-2.5,Negatif,MATCH,
579,Suerah Farhan,5,2026-09-07,bagus,bagus,2,Positif,MATCH,
580,Rio Sudrajat,1,2026-09-07,tolong di perbaiki. gak bisa login,tolong di perbaiki tidak bisa login,0,Netral,MATCH,
581,Tri Jul,1,2026-09-07,nomer tidak bisa di masukan,nomer tidak bisa di masukan,0,Netral,MATCH,
582,Saliman Saliman,1,2026-09-07,apk jelek,aplikasi buruk,-3,Negatif,MATCH,
583,andy afrian,1,2026-09-07,mau daftar online susah kali sikit2 pembaharuan aneh kali kutengok,mau daftar online sulit kali sikit2 pembaharuan aneh kali kutengok,-2.5,Negatif,MATCH,
584,Ari Anto Good,1,2026-09-07,"apk busuk, malah mempersulit orang sakit selalu gagal mengambil pendaftaran sekali nya ke rs, di tolak langsung di suruh pulang ambil antrian online bagai mana klo yang tinggal jauh..",aplikasi busuk malah mempersulit orang sakit selalu gagal mengambil pendaftaran sekali nya ke rs di tolak langsung di suruh pulang ambil antrean online bagai mana klo yang tinggal jauh,-4.5,Negatif,MATCH,
585,Jun Aidi,2,2026-09-07,cek BPJS tunggakan pembayaran berapa bulan saya sekarang,cek bpjs tunggakan pembayaran berapa bulan saya sekarang,0,Netral,MATCH,
586,Darma Wati,5,2026-09-07,jkn mobil bagus,jkn mobil bagus,2,Positif,MATCH,
587,KOSIM GINANJAR KASIPEMERINTAHAN,4,2026-09-07,ok,ok,1.5,Positif,MATCH,
588,Antonius Harijanto,1,2026-09-07,"Emang pada *BUDEG* anggota team IT nya. Begitu banyak keluhan dan kesulitan dari calon pasien dan pekerja medis untuk mengakses layanan lewat aplikasi ini, tapi kalian tidak respon atau perbaiki sistem nya. Aplikasi tidak bisa dibuka sama sekali. dan selalu eror. Tidak valid , saya berkali kali buka , tapi layar cuma hitam aja. Mungkin butuh update ? Ternyata di up date pun tetap layar hitam. Kalian ( bpjs ) kerja semau udel mu, tapi kami harus disiplin bayar dan disiplin ikuti prosedur",emang pada budeg anggota team it nya begitu banyak keluhan dan kesulitan dari calon pasien dan pekerja medis untuk mengakses layanan lewat aplikasi ini tapi kalian tidak respon atau perbaiki sistem nya aplikasi tidak bisa dibuka sama sekali dan selalu error tidak valid saya berkali kali buka tapi layar cuma hitam aja mungkin butuh update ternyata di up date pun tetap layar hitam kalian bpjs kerja semau udel mu tapi kami harus disiplin bayar dan disiplin ikuti prosedur,-2.5,Negatif,MATCH,
589,Nasrudin,1,2026-09-07,"aplikasi lambatt, kalo emng udah harus apa apa pake aplikasi jkn upgrade lahh aplikasi nya, aplikasi berak",aplikasi lambatt kalo emng udah harus apa apa pake aplikasi jkn upgrade lahh aplikasi nya aplikasi berak,0,Netral,MATCH,
590,MohFahim Craft,1,2026-09-07,aplikasi anjg,aplikasi anjg,0,Netral,MATCH,
591,Rugi Dikit,3,2026-09-07,"Daftar sulitnya minta ampun, giliran sudah bisa ga bisa masuk, alasannya NIK salah, captcha salah terus berulang, pdhl yg dimasukkin sdh benar",daftar sulitnya minta ampun giliran sudah bisa tidak bisa masuk alasannya nik salah captcha salah terus berulang pdhl yang dimasukkin sudah benar,0,Netral,MATCH,
592,Rafha Ii,1,2026-09-07,aplikasi dari pemerintah tapi ga jelas mau daftar susah keluar2 melulu. . kapan indonesia mau maju masyarakat aja di persulit,aplikasi dari pemerintah tapi tidak jelas mau daftar sulit keluar2 melulu kapan indonesia mau maju masyarakat aja di persulit,-3.85,Negatif,MATCH,
593,Arinn,1,2026-09-07,aplikasi bosok,aplikasi bosok,0,Netral,MATCH,
594,Aqil Candra Mukti,1,2026-09-07,"CAPTCHA LU BENERIN EGE, GAJE AMAT SALAH MULU",captcha lu perbaiki ege gaje amat salah terus,0,Netral,MATCH,
595,Faula Lumajang,5,2026-09-07,keren,keren,2.5,Positif,MATCH,
596,Aris Zaenn,1,2026-09-07,sering keluar dari akun sendiri registrasi juga sulit,sering keluar dari akun sendiri registrasi juga sulit,-2.5,Negatif,MATCH,
597,Erry Budi Hartanto,3,2026-09-07,kenapa setiap ada pembaruan ulang hrs menggunakan log ulang...udh gtu susah lgi,kenapa setiap ada pembaruan ulang hrs menggunakan login ulang sudah gtu sulit lgi,-2.5,Negatif,MATCH,
598,Aldianka Tsaqif H.,1,2026-09-07,gabisa daftar,tidak bisa daftar,0,Netral,MATCH,
599,David Maulana,1,2026-09-07,dana besar tpi aplikasi sering eror captca nya gakbisa dibaca masukin sesuai masih slah kata sandi kombinasinya sulit aplikasi elit tpi datanya bisa bocor,dana besar tpi aplikasi sering error captca nya tidak bisa dibaca masukin sesuai masih slah kata sandi kombinasinya sulit aplikasi elit tpi datanya bisa bocor,-5,Negatif,MATCH,
600,Ahmad Hamdani,2,2026-09-07,"aplikasinya jelek, buat daftar aja susahnya minta ampun, ga responsif, lemot juga",aplikasinya buruk buat daftar aja susahnya minta ampun tidak responsif lambat juga,-1.75,Negatif,MATCH,
601,bayu prasetyo,1,2026-09-07,Aplikasi tiba-tiba logout dan ketika masuk capta salah terus padahal sudah sesuai,aplikasi tiba-tiba logout dan ketika masuk capta salah terus padahal sudah sesuai,0,Netral,MATCH,
602,Muhammad Fitra,5,2026-09-07,"TOLONG BUAT DEVELOPER NYA DIPERBAIKI BUAT MEKANISME LOGIN DAN LOG OUT NYA. KENAPA KALAU PEMELIHARAAN HARUS KELUAR? DI APLIKASI LAIN TIDAK BEGITU, REPOT SEKALI KALAU HARUS LOGIN UKANG TERUS MENERUS. SAYA SENGAJA BINTANG 5 AGAR ADA DI ATAS DAN TOLONG DI PERBAIKI LAGI JANGAN CUMA TERIMA BERES SAJA!!",tolong buat developer nya diperbaiki buat mekanisme login dan login out nya kenapa kalau pemeliharaan harus keluar di aplikasi lain tidak begitu repot sekali kalau harus login ukang terus menerus saya sengaja bintang 5 agar ada di atas dan tolong di perbaiki lagi jangan cuma terima beres saja,0,Netral,MATCH,
603,Sinta Masitoh,1,2026-09-07,"boshok, suka logout2 sendiri.. gak efektif untuk org tua yg mau ambil antrean pake login dulu kadang gabisa, terpaksa daftar dari awal lagi.. pdhl niatnya pake apk biar cepet ambil no antrean. sama aja boong",boshok suka logout2 sendiri tidak efektif untuk org tua yang mau ambil antrean pake login dulu kadang tidak bisa terpaksa daftar dari awal lagi pdhl niatnya pake aplikasi biar cepet ambil no antrean sama aja boong,2,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
604,Yuslam Bakhomisah,1,2026-09-07,"aplikasinya tambah jelek, loginnya susah",aplikasinya tambah buruk loginnya sulit,-5.5,Negatif,MATCH,
605,Bloom flow,1,2026-09-07,"sering tiba-tiba ke logout sendiri, jaringan lancar dan bagus tapi masih sulit untuk mengakses aplikasinya.",sering tiba-tiba ke logout sendiri jaringan lancar dan bagus tapi masih sulit untuk mengakses aplikasinya,2,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
606,endangkurniawati niaa,1,2026-09-07,"aplikasi sampah, error terus jadi kesusahan proses kontrol",aplikasi sampah error terus jadi kesusahan proses kontrol,-6.5,Negatif,MATCH,
607,A setiawan,1,2026-09-07,aplikasi gak jelass gak bisa login kontolllll,aplikasi tidak jelass tidak bisa login kontol,0,Netral,MATCH,
608,Sandria Alex,1,2026-09-07,aplikasi apaan ini yang ada hanya mempersulit masyarakat,aplikasi apaan ini yang ada hanya mempersulit masyarakat,0,Netral,MATCH,
609,Nurul Fazira,1,2026-09-07,"sering log out sendiri padahal jaringan baik² aja, lgi ngantri tiba² log out nguji kesabaran sekali, niat nya mempermudah tpi malah jadi sulit",sering login out sendiri padahal jaringan baik aja lgi ngantri tiba login out nguji kesabaran sekali niat nya mempermudah tpi malah jadi sulit,-0.5,Netral,MATCH,
610,alfandy lompande,1,2026-09-07,"tolong aplikasinya diperbaiki lagi bukan cuma tagihan yang di tagih - tagih, banyak sekali bug di aplikasinya.",tolong aplikasinya diperbaiki lagi bukan cuma tagihan yang di tagih - tagih banyak sekali bug di aplikasinya,-2,Negatif,MATCH,
611,Dio Reka,1,2026-09-07,Tiba2 logout sendiri trs gak bisa login.. aplikasi lu sampah,tiba2 logout sendiri terus tidak bisa login aplikasi lu sampah,-4,Negatif,MATCH,
612,Pharick Mojosari,2,2026-09-07,jadi sering error gini,jadi sering error gini,-2.5,Negatif,MATCH,
613,Rizky Ridwanudin,1,2026-09-07,"suka error tiba tiba keluar dan susah masuk, asu",suka error tiba tiba keluar dan sulit masuk asu,-3,Negatif,MATCH,
614,Ajay Kopaja,1,2026-09-07,"APLIKASI GA JELAS BANGET !!! MASA KELUAR APLIKASI,MAU MASUK GA BISA2 MASUK,,, MALAH SURUH DAFTAR ULANG KARNA GA TERDAFTAR,,, PAS DAFTAR,MALAH GA BISA2,,, SUMPAH APLIKASI ANEH,,, SARAN,HARUS ORANG PINTER YANG KOLOLA ORANG AITIE APLIKASI YA ... INDO2",aplikasi tidak jelas banget masa keluar aplikasi mau masuk tidak bisa2 masuk malah suruh daftar ulang karena tidak terdaftar pas daftar malah tidak bisa2 sumpah aplikasi aneh saran harus orang pinter yang kolola orang aitie aplikasi ya indo2,-1.35,Negatif,MATCH,
615,Meme Comik,1,2026-09-07,"ini gimana logout sendiri, terus loading kenapa sih ini aplikasi, ribet",ini gimana logout sendiri terus loading kenapa sih ini aplikasi rumit,-2,Negatif,MATCH,
616,Hanif 234,1,2026-09-07,"makin parah aja ini, selalu keluar sendiri dan loging ulang. aplikasi lemot susah untuk daftar berobat",makin buruk aja ini selalu keluar sendiri dan loging ulang aplikasi lambat sulit untuk daftar berobat,-11,Negatif,MATCH,
617,Teguh ce2p,1,2026-09-07,"apk Taik masa captcha salah mulu ajg,, perbaikilagi kalau nggk gausah kasih captcha lagi,, masukin bener masa salah mulu , bikinemosi aja mau login doang dipersulit",aplikasi taik masa captcha salah terus ajg perbaikilagi kalau nggk gausah kasih captcha lagi masukin benar masa salah terus bikinemosi aja mau login doang dipersulit,-3.5,Negatif,MATCH,
618,Siti Zulaikha,1,2026-09-07,lelet banget aplikasi nya,lambat banget aplikasi nya,-2.5,Negatif,MATCH,
619,Jarr ID,1,2026-09-07,"Tim IT JKN gimana ini tolong saya sudah sampak rumah sakit, Di suruh cek antrian malah error APK udh gtu mana gak bisa di ss",tim it jkn gimana ini tolong saya sudah sampak rumah sakit di suruh cek antrean malah error aplikasi sudah gtu mana tidak bisa di ss,-2.5,Negatif,MATCH,
620,Nina Slamet,1,2026-09-07,ga bisa login dasar apk ga guna nik sama pass nya udh bener ttp ajja mlh mohon maaf login lagi taik,tidak bisa login dasar aplikasi tidak guna nik sama pass nya sudah benar ttp ajja mlh mohon maaf login lagi taik,0,Netral,MATCH,
621,kentein constantain,1,2026-09-07,"SESI PENDEK GA JELAS HARUS LOGIN TERUS, LALU APLIKASINYA KEBANYAKAN NGELOAD TERUS",sesi pendek tidak jelas harus login terus lalu aplikasinya kebanyakan ngeload terus,-1.35,Negatif,MATCH,
622,Rey Guntur,1,2026-09-07,"tolong diperbaiki aplikasinya saya mau kontrol dan ambil nomor antrean, malah force close. dan ketika login kembali, entah sistem kalian yang error atau memang disengaja, captcha nya belasan kali salah. Mohon jangan mempersulit, kami mengkritik untuk membenahi sistem kalian dan kami berhak memakai apk tersebut.",tolong diperbaiki aplikasinya saya mau kontrol dan ambil nomor antrean malah force close dan ketika login kembali entah sistem kalian yang error atau memang disengaja captcha nya belasan kali salah mohon jangan mempersulit kami mengkritik untuk membenahi sistem kalian dan kami berhak memakai aplikasi tersebut,-5.5,Negatif,MATCH,
623,Noel Jr,1,2026-09-07,"lambat, setiap kali dibutuhkan selalu logout, server nya buruk, banyak bug, selalu captca salah",lambat setiap kali dibutuhkan selalu logout server nya buruk banyak bug selalu captca salah,-7.5,Negatif,MATCH,
624,Sukma,4,2026-09-07,"aplikasi bagus, tp sering minta daftar ulang, capchanya sering bermasalah angka sdh sesuai tp msh bilang salah",aplikasi bagus tapi sering minta daftar ulang capchanya sering bermasalah angka sudah sesuai tapi msh bilang salah,2,Positif,MATCH,
625,SAMSUL KRISDIARSAH,4,2026-09-07,agar lemot dan susah log in untuk kecepatan,agar lambat dan sulit login in untuk kecepatan,-5,Negatif,MISMATCH_HIGH_RATING,"Rating bintang tinggi (4-5), namun isi ulasan memuat kritik/keluhan tajam"
626,Mahmud Al Basir,1,2026-09-07,mengapa sekarang login susah sekali ya ada apa sebenarnya mobile jkn,mengapa sekarang login sulit sekali ya ada apa sebenarnya mobile jkn,-2.5,Negatif,MATCH,
627,Rifaldi Oc,1,2026-09-07,aneh banget awal daftat bpjs padahal pbi dan ga pernah d pake tiba tiba suruh bayar tunggakan 580k ga jelas banget,aneh banget awal daftat bpjs padahal pbi dan tidak pernah d pake tiba tiba suruh bayar tunggakan 580k tidak jelas banget,-1.35,Negatif,MATCH,
628,Neni Nurendah,1,2026-09-07,"Ya alloh kenapa sesuatu yang berhubungan dengan pemerintah harus bener"" menguji kesabaran,, aplikasi tolong lancar",ya alloh kenapa sesuatu yang berhubungan dengan pemerintah harus benar menguji kesabaran aplikasi tolong lancar,2.5,Positif,MISMATCH_LOW_RATING,Salah klik rating / Human error (Isi ulasan berupa pujian murni)
629,Ghafi,5,2026-09-07,sangat memuaskan,sangat memuaskan,0,Netral,MATCH,
630,Faisal Pratama,1,2026-09-07,sistem buruk,sistem buruk,-3,Negatif,MATCH,
631,Bagus Hermanto,1,2026-09-07,"lama2 aplikasi gk guna suka log out sndri,tolong perbaiki,,, apa karena aplikasi buat org gk mampu jd di persulit,,,, masa mau log in ajh susah.",lama2 aplikasi tidak guna suka login out sndri tolong perbaiki apa karena aplikasi buat org tidak mampu jd di persulit masa mau login in ajh sulit,-4.3,Negatif,MATCH,
632,Ayif Rifai,1,2026-09-07,gausah pake chapta chaptaan anjer bikin susah aja,gausah pake chapta chaptaan anjer bikin sulit aja,-2.5,Negatif,MATCH,
633,my_ uthu,1,2026-09-07,aplikasi gk jelas... susah login nya,aplikasi tidak jelas sulit login nya,-3.85,Negatif,MATCH,
634,mario erlangga,1,2026-09-07,giliran mau di pake susah kali kebnyakan update ni aplikasi,giliran mau di pake sulit kali kebnyakan update ni aplikasi,-2.5,Negatif,MATCH,
635,riyon lutfi,1,2026-09-07,"banyak bug, logout sendiri, nggak bisa login",banyak bug logout sendiri tidak bisa login,-2,Negatif,MATCH,
636,Mery Meliyana,1,2026-09-07,dengan adanya aplikasi sebenarnya dapat mempermudah masyarakat untuk mendaftar atau mengajukan surat rujukan online tanpa antri menggunakan bpjs. tetapi mohon maaf ini aplikasi lama puol bikin kesabaran terkuras tolong segera di perbarui agar tdk loading terlalu lama apakagi disaat urgent . terimakasih 🙏🏻,dengan adanya aplikasi sebenarnya dapat mempermudah masyarakat untuk mendaftar atau mengajukan surat rujukan online tanpa antri menggunakan bpjs tetapi mohon maaf ini aplikasi lama puol bikin kesabaran terkuras tolong segera di perbarui agar tidak loading terlalu lama apakagi disaat urgent terimakasih,-4,Negatif,MATCH,
637,Selviana Krisnanto,1,2026-09-07,"mudah eror, sering logout sendiri, mau login susah banget, tolong di perbaiki aplikasi nya, udah antri panjang tau2 eror aplikasi nya",mudah error sering logout sendiri mau login sulit banget tolong di perbaiki aplikasi nya udah antri panjang tau2 error aplikasi nya,-5,Negatif,MATCH,
638,Akbar Saeful,1,2026-09-07,bikin sulit aja login gagal terusan verifikasi gagal terus login ulang kg bisa,bikin sulit aja login gagal terusan verifikasi gagal terus login ulang kg bisa,-7.5,Negatif,MATCH,
639,yulianto,2,2026-09-07,sangat mengecewakan untuk masuk aplikasi saja sangat sulit dan harus berkali-kali.setelah bisa masuk mau ambil antrian saja sampai 3x baru muncul tulisan semuanya,sangat mengecewakan untuk masuk aplikasi saja sangat sulit dan harus berkali-kali setelah bisa masuk mau ambil antrean saja sampai 3x baru muncul tulisan semuanya,-2.5,Negatif,MATCH,
640,Jurist Titan Prayoga,1,2026-09-07,aplikasi sering eror login juga sering gabisa,aplikasi sering error login juga sering tidak bisa,-2.5,Negatif,MATCH,
