No,User Name,Rating Bintang,Tanggal,Isi Ulasan Asli,Master Ground Truth,Prediksi ML (Naive Bayes),Confidence Score (%),Prob Positif (%),Prob Negatif (%),Status Anomali
1136,Honda Supra fit,5,2026-09-03,hanya bintang yg berbicara,Positif,Positif,82.3,82.3,15.7,Sesuai
1137,Selvi Ariga,5,2026-09-03,sangat memudahkan dalam pelayanan kesehatan,Positif,Positif,99.4,99.4,0.6,Sesuai
1138,Dede Sukmayadi,5,2026-09-03,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1139,Suardi,1,2026-09-03,"di 2026 ini aplikasi nya cukup kuno ,ribet bgt tiap kali mau masuk aja ,tolong",Negatif,Negatif,91.7,7.4,91.7,Sesuai
1140,Badai Satria,2,2026-09-03,dulu aman2 sja dan normal. sekarang mau login saja susah. padahal ngisi kata sandi dan no nik sudah benar. captcha juga sudah benar. l..,Negatif,Negatif,93.5,5.3,93.5,Sesuai
1141,Surya Surya,1,2026-09-03,"halo tim IT JKN Mobile kenapa saya tidak daftar ya pas masukin nomor telepon ""permintaan belum dapat di proses"" apa coba",Negatif,Negatif,92.6,6.9,92.6,Sesuai
1142,Dea Ananda,5,2026-09-03,baik,Positif,Positif,81,81,18.5,Sesuai
1143,Supp,1,2026-09-03,"Aplikasi burukk, Tidak bisa login saat verifikasi kode oto lewat sms. sudh mencoba ganti nomor berkali-kali-kali-kali. tetap tidak bisa! aplikasi sangat buruk dan tidak membantu! 🤢🤢🤢🤮",Negatif,Negatif,97.2,2.7,97.2,Sesuai
1144,Nova Herdiana Herdiana,1,2026-09-03,setiap mau daftar keklinik error terus tolong di perbaiki lagi aplikasinya,Negatif,Negatif,93.2,6.4,93.2,Sesuai
1145,Sion Yon,5,2026-09-03,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1146,Balak Tiga,5,2026-09-03,mantap👍,Positif,Positif,99.2,99.2,0.7,Sesuai
1147,celcius mugara,1,2026-09-03,"apk sampah udah daftar berhasil buat login pun susah , nih apk buatnya ngasal ngasal kali padahal udah bener password sama masukin captchanya masih aja gagal masuk. tolonglah buat developernya perbaiki tuh bug aplikasinya masa banyak bug, udah daftar berhasil saya buat masuk login engga bisa sama sekali.",Negatif,Negatif,98.7,0.9,98.7,Sesuai
1148,Pepen Supendi,5,2026-09-03,Cukup Puas,Positif,Positif,95.9,95.9,3.8,Sesuai
1149,Elsa Ayu,1,2026-09-03,"aplikasi gebleg, mau masuk ke akun susahnya pol, apalagi kalau lupa password, gak bisa masuk² sampe berhari-hari.. bener² aplikasi kek anjir..",Negatif,Negatif,95.8,3.4,95.8,Sesuai
1150,Nasidin Sidin,5,2026-09-03,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1151,Tela Pisang,1,2026-09-03,aplikasi belum optimal padahal aplikasi warga registrasi pun di persulit dan susah selalu gagal payah ni,Negatif,Negatif,90.1,9,90.1,Sesuai
1152,Makmur Jaya abadi,5,2026-09-03,mudah menggunakannya membantu sekali,Positif,Positif,99.7,99.7,0.3,Sesuai
1153,Ria Pus,1,2026-09-03,"aplikasi cacat sumpah , saya ambil anterian di dokter A , dokter A slesai bertugas ny smpe 14:30 , sya ambil di jam 13:30 dan sya dpt no antrian ke dokter A tsb , eh pas ksana no antrian tiba2 hilang , dan dokter A dstu ket sudah ttp , gw cpe2 ksna dsruh prawat nya ambil lagi aja , kan bobrok ya , ya gmn mau ambil dokter yg bru ny ada di jam 14:30 , sdg kan sya udh sbr nunggu di jam 13:30 , it brrt gw musti nnggu 1 jam lgi , tlong lh siapa yg ngelola in apk jgn dzolim , kta byr tiap bln bkn grts",Negatif,Negatif,82.4,16.3,82.4,Sesuai
1154,Ainun Heri,5,2026-09-03,mantap pelayannya,Positif,Positif,98,98,1.8,Sesuai
1155,MUCHTIAR TIAR,5,2026-09-03,Sangat bagus & berguna sekali buat masyarakat dlm berobat 👍,Positif,Positif,97.8,97.8,2,Sesuai
1156,Wilhelmus Fransiskus23,5,2026-09-03,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1157,Niti Safitri,3,2026-09-03,pelayanan sudah baik,Netral,Positif,90.7,90.7,9.1,Sesuai
1158,Anonim -,1,2026-09-03,"APLIKASI PEMERINTAH TIDAK PERNAH BAGUS, SELALU BANYA ERRORNY, SEDANGKAN PERSYARATAN LEWAT APLIKASI, PEMERINTAH BOBROK",Negatif,Negatif,88.6,11.1,88.6,Sesuai
1159,Haikal Putra,5,2026-09-03,🥰,Positif,Positif,51.5,51.5,45.6,Sesuai
1160,khoirun nisa,5,2026-09-03,baik baik terima kasih,Positif,Positif,96.1,96.1,3.6,Sesuai
1161,Ekadui Trisna,5,2026-09-03,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1162,andy pongok,5,2026-09-03,aplikasi yang sangat membantu,Positif,Positif,97.8,97.8,2.2,Sesuai
1163,Susanti,5,2026-09-03,"saya sangat puas selama di rawat du rumah sakit m zein ini, karena fasilitas nya lengkap dan ruangan nya bersih",Positif,Positif,92.3,92.3,7.2,Sesuai
1164,My Bhy,5,2026-09-03,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1165,Isti Baru,5,2026-09-03,memudahkan,Positif,Positif,92.5,92.5,7.3,Sesuai
1166,Rizky,1,2026-09-03,apk nya sampah ngga bisa membantu....stiap kirim kode via no hp kode ngga pernah di kirim2 sudah saya coba sampai 3 no hp berbeda tapi tetap aja sama aja bilang apk nya dari pemerintah tapi merpersulit orng untuk akses pdahal saya butuh banget buat control ke rumah sakit,Negatif,Negatif,91.3,8.3,91.3,Sesuai
1167,Afriyanto Subakti,1,2026-09-03,kenapa saya tidak bisa mendownload apk ini????,Negatif,Negatif,72.4,26.5,72.4,Sesuai
1168,Husaini Muhammad,5,2026-09-03,cepat dan responsif,Positif,Positif,97.4,97.4,2.3,Sesuai
1169,Sulham Musa,4,2026-09-03,mohon di permudah,Positif,Positif,79.1,79.1,20.4,Sesuai
1170,galih suyoga,5,2026-09-03,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
1171,Mulyadi Sukses,5,2026-09-03,sangat terbantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1172,rukhana habibah,5,2026-09-03,"Aplikasi jauh lebih baik, mudah penggunaanya",Positif,Positif,89.8,89.8,9.7,Sesuai
1173,Alshaka Dlpp,5,2026-09-03,"sudah bagus,dan banyak membantu",Positif,Positif,98.8,98.8,1.1,Sesuai
1174,Cinthia IndraswAri,5,2026-09-03,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
1175,El Syaukani,5,2026-09-03,keren,Positif,Positif,94.2,94.2,5.4,Sesuai
1176,Rahmat Wijaya Ariya,5,2026-09-03,ok si,Positif,Positif,51.5,51.5,45.6,Sesuai
1177,Mohammad Danny Arwonda,5,2026-09-03,mudah dan cepat,Positif,Positif,99.2,99.2,0.8,Sesuai
1178,Dw Ray,5,2026-09-03,Bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1179,Zaka Ria,5,2026-09-03,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1180,Wes,1,2026-09-03,"kenapa ya ini apk ga di buka buka suka log out sendiri,kasian kalo ortu kita mau booking harus log in lagiiii apa lagi ortu kita yg ingatannya kuranggggggg jelek bgt aplikasi yaaaaaaaa👎👎👎👎👎👎👎👎👎👎👎👎👎",Negatif,Negatif,97.5,2.2,97.5,Sesuai
1181,Mamay Suhe,1,2026-09-03,menyusahkan engga semua punya hp bagus,Positif,Negatif,56.2,43.3,56.2,Sesuai
1182,nazwa aulia,1,2026-09-03,kode otw ga keluar,Negatif,Negatif,84.6,14.4,84.6,Sesuai
1183,April Yana,5,2026-09-03,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1184,Hanan Indria,5,2026-09-03,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
1185,Bafa Foti,5,2026-09-03,sangat mudah sistem informasi dan layanannya👌🏻,Positif,Positif,93.6,93.6,6.1,Sesuai
1186,Galih,1,2026-09-03,apk nya rusak ini. mau masuk akun dari bulan kemaren ga bisa bisa kagak jls 👎👎👎👎👎👎👎👎👎👎,Negatif,Negatif,93.4,5.9,93.4,Sesuai
1187,Kasiran Drs,5,2026-09-03,Download melalui Play Store memang lebih cepat dari yang lain...,Positif,Positif,76.3,76.3,22.6,Sesuai
1188,Ha mid,5,2026-09-03,👍🙏,Positif,Positif,51.5,51.5,45.6,Sesuai
1189,nuansa teknik,5,2026-09-03,fine,Positif,Positif,51.5,51.5,45.6,Sesuai
1190,Zul Hapni,5,2026-09-03,sangat bagus dan membantu.,Positif,Positif,99.8,99.8,0.2,Sesuai
1191,Novita Nurul,1,2026-09-03,"di suruh rubah data, trs verifikasi no hp, tpi ga ada pilihan yg muncul, terlalu ribet",Negatif,Negatif,90.4,9,90.4,Sesuai
1192,Rizka Apriyani,2,2026-09-03,"udah 3hari daftar pas minta otp gak sampe² sms nya, mau sampe kapan begini",Negatif,Negatif,93.8,5.2,93.8,Sesuai
1193,Alezha Veyling,2,2026-09-03,"apps nya di perbaiki dong, load data lama banget pas mau daftar antrian.. lama bgt daftar nya load kebuka nya juga berat.. padahal kenceng internet nya",Negatif,Negatif,83.3,15.5,83.3,Sesuai
1194,Aden Bt,5,2026-09-03,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1195,Ai Aiminah,1,2026-09-03,"aplikasi gjls jelek bgt suka log out sendiri pas mau daftar, setiap ci loading bgt, proses lambat sekali meski pake kuota sendiri juga jelek, pelayanan informasi kurang",Negatif,Negatif,97.3,2.6,97.3,Sesuai
1196,Wali Maulana,1,2026-09-03,cape cape antri malah error dasar apk gak jelas,Negatif,Negatif,94,5.6,94,Sesuai
1197,Agus Syaefullah,5,2026-09-03,knp d hp sy tak bisa download,Positif,Positif,53.1,53.1,44.3,Sesuai
1198,Mugniati Muhamad,5,2026-09-03,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1199,Sutini Sutini,4,2026-09-03,"maaf ni ya, kenapa verifikasi nya lama banget, dan gagal2 terus. saya mau daftarin orang tua log in pendaftaran aja tidak bisa.",Positif,Negatif,81.9,17.2,81.9,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
1200,Lutfi Hasan,5,2026-09-03,bagus sekali program ini,Positif,Positif,95.7,95.7,3.6,Sesuai
1201,won gi kim,5,2026-09-03,keren,Positif,Positif,94.2,94.2,5.4,Sesuai
1202,Fitri Ana Zubaidah,5,2026-09-03,mudah digunakan,Positif,Positif,97.4,97.4,2.6,Sesuai
1203,Fikriyatul Hikmah,1,2026-09-03,"hah!! bingung mau ngasih saran, lemotnyaaaa masya Alloh beberapa waktu ini, mau daftar poli kagak bisa bisa, malah masalah jaringan mulu 😤",Negatif,Negatif,79.7,18.6,79.7,Sesuai
1204,Lustiana Maharani,3,2026-09-03,"aplikasi nya ga stabil, sering gangguan KLO mau di pake ada jaringan pun masih tetep di anggap offline giliran bisa,transaksi nya ga bisa di proses begitu terus padahal kita mau brobat",Netral,Negatif,84.6,13.7,84.6,Sesuai
1205,Ry Ry,2,2026-09-03,"kenapa sih aplikasi keluar keluar Mulu???? udah masuk nya selalu salah Capcha, padahal sudah bener. padahal mau di pake berobat. aplikasi gak jelas",Negatif,Negatif,98.4,1.4,98.4,Sesuai
1206,Ismi Dian,5,2026-09-03,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1207,Candra p,1,2026-09-03,"aplikasi monyet. kaga bisa bikin aplikasi mah jangan anjig, repotin orang doang. monyet",Negatif,Negatif,87,12,87,Sesuai
1208,Gadiza Bunga,1,2026-09-03,aplikasi jelek. Untuk login aja susah. perbaiki lagi lah ajg,Negatif,Negatif,94.6,4.6,94.6,Sesuai
1209,Lela Zigqim,5,2026-09-03,puas sekali,Positif,Positif,93.4,93.4,5.7,Sesuai
1210,Muhammad Ubaidillah,1,2026-09-03,RIBET,Negatif,Negatif,95.8,3.9,95.8,Sesuai
1211,Deyanti Krismayanti,5,2026-09-03,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1212,Mat Patas,5,2026-09-03,membantu,Positif,Positif,97.6,97.6,2.3,Sesuai
1213,Obie Radhe,5,2026-09-03,sangat mudah untuk di gunakan dan simple,Positif,Positif,99.2,99.2,0.8,Sesuai
1214,Febri Yandi,5,2026-09-03,sangat membantu sekali,Positif,Positif,99.8,99.8,0.2,Sesuai
1215,Amik Yakin,5,2026-09-03,sangat membantu sekali agar lebih memudahkan,Positif,Positif,99.6,99.6,0.4,Sesuai
1216,Dewi Julianiputri,5,2026-09-03,aman kalau ada aplikasi tinggal sat set,Positif,Positif,79.7,79.7,18.6,Sesuai
1217,Mariana Bahari,5,2026-09-03,bpjs sangat membantu saya setiap saya butuhkan untuk berobat.,Positif,Positif,93.5,93.5,6.1,Sesuai
1218,rozaq punya,1,2026-09-03,pilih tahun lahir SULIT,Negatif,Negatif,66.8,31.2,66.8,Sesuai
1219,Giri Rasmuna,1,2026-09-03,menyusahkan masuk tidak simple,Negatif,Negatif,73.8,25.5,73.8,Sesuai
1220,Niki Oppo,3,2026-09-03,"Setelah maintenance kemarin tgl 31 agustus-1 september 2026, sama sekali tidak bisa dibuka selalu logout, bgmn ini setelah ada perawatan malah error tdk bisa dibuka",Netral,Negatif,88.7,10,88.7,Sesuai
1221,Yusuf Nurmawan,5,2026-09-03,Kemenkes&jkn mantebs,Positif,Positif,69.9,69.9,27,Sesuai
1222,Syahrul Rama Pratama,5,2026-09-03,mudah digunakan dan informatif,Positif,Positif,98,98,1.8,Sesuai
1223,ridwan maulana,5,2026-09-03,Berguna banget untuk daftar kesehatan,Positif,Positif,79.1,79.1,20.2,Sesuai
1224,Muhammad abu bakar Azdril,5,2026-09-03,sangat baik,Positif,Positif,96.4,96.4,3.4,Sesuai
1225,derywie 85,5,2026-09-03,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
1226,Khar Nis,5,2026-09-03,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1227,Sugianto Mas Togog,5,2026-09-03,"bagus, bermanfaat",Positif,Positif,98.2,98.2,1.6,Sesuai
1228,Setio Budi,5,2026-09-03,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1229,Imam Syafe'i AlTanjabi,5,2026-09-03,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
1230,Sumarni Sumarni,5,2026-09-03,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1231,Hana Sulistiya,1,2026-09-02,susah banget buat verifikasinya tolong benahin dong ini urgent mau kontrol ga depat dapet verifikasi,Negatif,Negatif,90.2,8.8,90.2,Sesuai
1232,Santo Sileo,5,2026-09-02,"mobile jkn mantap,semakin memudahkan pelayanan konsumen",Positif,Positif,98.4,98.4,1.4,Sesuai
1233,Ratu Bogor,1,2026-09-02,"Kenapa akun kita sering tiba-tiba keluar, diklaim digunakan di device lain. padahal tidak ada yg pakai, password nya pun ga ada yg tahu. dan semua anggota keluarga, saya yg mendaftarkan. BPJS mau mempermudah konsumen atauau mempersulit sih?",Negatif,Negatif,82.9,16.4,82.9,Sesuai
1234,Wasis Nuriyanto,2,2026-09-02,"BPJS sungguh ribet,,apalagi kalau orang sudah tua masuk capca salah salah trus kan kasian,,kalau sudah terdaftar no KTP dan nik,,tolong di permudah",Negatif,Negatif,88,10.8,88,Sesuai
1235,Galih Ardhani,1,2026-09-02,Saya semalem sakit... Karna punya riwayat batu ginjal.. sakit nya bukan main... Brobat d IGD... Ternyata BPJS saya gak bisa d gunakan padahal aktif... Katanya BPJS itu d gunakan kalau pasien udah kronis....percuma dong bayar tiap bulan... Tp BPJS d gunakan ketika mau mati doang kasaranya... Aneh bener bener aneh... Punya fasilitas kesehatan tp gak bisa d gunakan... Alhasil harus bayar 293 ribu... Jujur iklas gak iklas sih... Byar BPJS tiap bulan giliran sakit musti ngluarin duit jga....,Negatif,Negatif,92.6,7,92.6,Sesuai
1236,ariel everthink,1,2026-09-02,"""Data jadwal tidak di temukan"" Apa maksudnya, rujukan sudah terdaftar, tujuan poli, doktor tanggal hari sesuai rujukan, rumah sakit sudah terdaftar, mengapa tidak bisa mengambil no antrian online, apa fungsinya jika harus mengambil manual lagi di rumah sakit!!!!!!",Negatif,Negatif,89.8,9.9,89.8,Sesuai
1237,Getrudis Nona,5,2026-09-02,susahhhhh banget buat login ampun dahhh,Positif,Negatif,83.4,15.5,83.4,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
1238,Man Kaji (Summma),5,2026-09-02,"aplikasi sangat membantu,",Positif,Positif,98.8,98.8,1.2,Sesuai
1239,Muhammad Ilham Fatawa,1,2026-09-02,"entah apk apa, kualitasnya ga jelas.",Negatif,Negatif,95.4,4.4,95.4,Sesuai
1240,Abdul Mun'im,5,2026-09-02,bagus banget semoga bermanfaat,Positif,Positif,99.3,99.3,0.6,Sesuai
1241,Nuriyanti Anty,5,2026-09-02,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1242,Sumardi Wiryo,5,2026-09-02,sangat berguna dengan kemudahan dalam penggunaan aplikasi dalam satu sistem .untuk pelayanan data kesehatan.. terimakasih,Positif,Positif,97.5,97.5,2.4,Sesuai
1243,Senja Permana,1,2026-09-02,"Maintenance nya kurang, ga efektif. Aplikasi online kan dibuat bertujuan untuk sat set. Tapi ini aplikasi sering eror lah, lemot lah.",Negatif,Negatif,87.3,11.8,87.3,Sesuai
1244,Kun Fayakun,5,2026-09-02,Sangat membantu untuk berobat ketika lupa bawa kartu BPJS kesehatan.,Positif,Positif,95.9,95.9,3.8,Sesuai
1245,Satini Tini,2,2026-09-02,gak bisa untuk dua atau lebih perangkat padahal peserta tidak harus dalam satu tempat di keluarga mohon di perbaiki supaya memudahkan user,Negatif,Negatif,62.4,37,62.4,Sesuai
1246,Firda Yeni,5,2026-09-02,sudah bagus dan sangat mendukung,Positif,Positif,98.5,98.5,1.4,Sesuai
1247,Agung Bayu,1,2026-09-02,"Sekarang, bayar BPJS kena biaya ADMIN",Negatif,Negatif,74.5,23.7,74.5,Sesuai
1248,Zulfikar,5,2026-09-02,sangat berguna sekali,Positif,Positif,94.6,94.6,4.9,Sesuai
1249,Rio Primanda,5,2026-09-02,sangat bagus,Positif,Positif,99,99,0.9,Sesuai
1250,Iqbal Balee,5,2026-09-02,lebih mudah menggunakan apk ini terbaikkk,Positif,Positif,97.5,97.5,2.5,Sesuai
1251,Yanwar ha.,1,2026-09-02,"fitur verifikasi nya benerin, mana susah terus lama lagi ga jelas lah",Negatif,Negatif,84.5,14.4,84.5,Sesuai
1252,Yana Adhi Riyadi,5,2026-09-02,masih cukup baik,Positif,Positif,93.2,93.2,6.4,Sesuai
1253,Adem Ayem,5,2026-09-02,"tidak berbelit belit disaat up date data pribadi dan saat pandangan pertama berobat petugas faskes 1 baik2 dan ramah2, tks",Positif,Positif,73.3,73.3,24.9,Sesuai
1254,Bhirawa 188,1,2026-09-02,"aplikasi ngentod gaguna, devoloper nya goblok yatim, kalo gak bisa buat aplikasi gausah buat. kode otp gak masuk² sering eror terus pas masuk buat akun malah gagal gagal melulu YAHTEMMM",Negatif,Negatif,99.6,0.4,99.6,Sesuai
1255,Muji Ita,5,2026-09-02,👍👍👍👍👍,Positif,Positif,51.5,51.5,45.6,Sesuai
1256,Joko Riyanto,5,2026-09-02,memudahkan untuk antri,Positif,Positif,91.3,91.3,8.2,Sesuai
1257,Sabrul Jamil Transporter,5,2026-09-02,semoga lebih bagus layanannya kedepan,Positif,Positif,98.3,98.3,1.5,Sesuai
1258,Winda Fitriana,4,2026-09-02,kadang cepet kadang lambat,Positif,Positif,50.3,50.3,48.3,Sesuai
1259,Ali Akbar,5,2026-09-02,digitalisasi dilayanan kesehatan,Positif,Positif,94.3,94.3,5.4,Sesuai
1260,Justin Padafing,4,2026-09-02,sangat Berguna Bagi Masyarakat pengguna,Positif,Positif,93.3,93.3,6.4,Sesuai
1261,nuryanta hadiwiyono,5,2026-09-02,terima kasih,Positif,Positif,95.5,95.5,4.3,Sesuai
1262,Diversa Ghofar,5,2026-09-02,pelayanan ramah ..baik..cepat,Positif,Positif,95.8,95.8,4,Sesuai
1263,Janaria Lubis,4,2026-09-02,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1264,Maratus Sholehah,4,2026-09-02,"sementara kasih bintang 4 dulu soalnya loginnya susah sekali, padahal PIN password nik sudah benar tapi selalu bilang salah bilang salah terus",Positif,Negatif,82.8,16,82.8,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
1265,Anggi Anggara,5,2026-09-02,sangat mudah di akses,Positif,Positif,97.2,97.2,2.7,Sesuai
1266,arif mustaqiem,5,2026-09-02,sangat mudah diakses,Positif,Positif,98.1,98.1,1.8,Sesuai
1267,Matinu Sumartini,5,2026-09-02,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1268,FAB,1,2026-09-02,"suka logout sendiri, udah gitu waktu mau login di persulit dengan sandi dan nik yang katanya salah mulu, bahkan nomor telepon saya tidak valid.",Negatif,Negatif,94.1,5.1,94.1,Sesuai
1269,Amelda prima,5,2026-09-02,Sangat bermanfaat dan membantu para peserta BPJS kesehatan,Positif,Positif,99.4,99.4,0.5,Sesuai
1270,Raysa Hayu,4,2026-09-02,"app jkn sangat membantu saya pindah faskes dengan mudah, tapi masih gak sinkron padahal saya sudah kk baru dg suami masa kk saya msih terfmdftar kluarga orag tua saya..jadi saya tidak masuk ke bpjs brsama suami saya tolong di perbaik",Positif,Positif,84.8,84.8,14.5,Sesuai
1271,Mestika Florida Situmorang,3,2026-09-02,mau nya kasihan lah sama masyarakat yang gak pandai pakai hp android. gak mungkin krn gak ada hp gak bisa dilayani. mau nya ditunjukan kartu kan harusnya bisa. masyarakat dipaksa buat harus punya hp. sedangkan semua belum tentu punya hp dan bisa menggunakannya seperti orang tua.,Netral,Negatif,83.6,15.4,83.6,Sesuai
1272,Rio Dwirahmadi,1,2026-09-02,APK pemerintah rata rata bobrok.. mau daftar ajh gak bisa bisa.. haduuh,Negatif,Negatif,94.4,5.2,94.4,Sesuai
1273,Tobias Taur,5,2026-09-02,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1274,HUSAINI Husaini,5,2026-09-02,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
1275,Faisal Cahaya,5,2026-09-02,digunakan dgn sangat mudah dan membantu,Positif,Positif,99.6,99.6,0.4,Sesuai
1276,Windi Eka Wijayanti,2,2026-09-02,"kenapa aplikasinya sering susah buat login sih, tolong perbaiki lagi",Negatif,Negatif,78.2,20.1,78.2,Sesuai
1277,pinnahati Silalahi,5,2026-09-02,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1278,Yuliana,5,2026-09-02,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1279,Nikomang Sutriningsih,2,2026-09-02,"Tolong dong sy mau cek no. antrian tapi susah skali masuk NIK lah salah, Captcha salah,dari siang sampe malam nggak bisa2 padahal besok sdh mau kontrol gimana bisa cek in kontrol klo kek gini terus... kita diarahkan untuk daftar online tp aplikasinya eror terus",Negatif,Negatif,97.5,2.2,97.5,Sesuai
1280,izzabella maulina,1,2026-09-02,"kenapa pas mau login susah banget di verifikasi nomor handphone, padahal jaringan bagus dan nomor sudah benarr hadehhhh",Positif,Negatif,61.7,37.6,61.7,Sesuai
1281,Yandi Supri,5,2026-09-02,sangat memuaskan,Positif,Positif,96.7,96.7,2.9,Sesuai
1282,Mnane Mnane,5,2026-09-02,good,Positif,Positif,98.5,98.5,1.3,Sesuai
1283,Fatih Rm,5,2026-09-02,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
1284,Angga Resnawan,1,2026-09-02,"jelek banget, disuruh verifikasi kode lewat SMS tapi pesannya gak masuk masuk",Negatif,Negatif,97,2.7,97,Sesuai
1285,Dikdik Maulana,1,2026-09-02,susah verifikasi muka ..ulangi terus,Negatif,Negatif,90.3,8.5,90.3,Sesuai
1286,Bromo Satria,5,2026-09-02,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1287,Eka Karya April Yanto,5,2026-09-02,Sangat membatu,Positif,Positif,99.7,99.7,0.3,Sesuai
1288,Wisnu Wardana,5,2026-09-02,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1289,suibasanta simorangkir,5,2026-09-02,deskripsi melakuka Perubahan anggota Keluarga sangan Mudah,Positif,Positif,91,91,8.7,Sesuai
1290,Sakdila Dewi,1,2026-09-02,"wajib aplikasi bebenah,intropeksi ,permudah fitur nya,karna pengguna bukan hanya remaja,gadis .melaikan ibu2,anak2,nenek2 .paham kam",Negatif,Positif,52.5,52.5,45.8,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
1291,Kiang Santang,5,2026-09-02,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
1292,wikan asmara,4,2026-09-02,sering sulit jika mendaftar untuk hari ini.. servernya. semoga ada perbaikan.. eror terus kalau daftar hari ini..,Positif,Positif,54.5,54.5,43.9,Sesuai
1293,gar fit,5,2026-09-02,mudah digunakan,Positif,Positif,97.4,97.4,2.6,Sesuai
1294,Kurnia Wahyu13,2,2026-09-02,"Aplikasinya ga jelas, ga bisa diupdate malah ada tulisannya (Aplikasi ini tidak kompatibel dengan perangkat anda)",Negatif,Negatif,97.4,2.1,97.4,Sesuai
